Std,ID,Material,Heat treatment,Su,Sy,A5,Bhn,E,G,mu,Ro,pH,Desc,HV
GOST,764CBCABBDA34948A9195A2CE3DE8DA8,Steel 30ChGSA GOST 4543-71,Quenching and cooling in the oil,1500,1300,,,215000,83000,0.3,7850,,"Structural alloy steel, HRC46",
GOST,3333E40D8F8D4C09B9CC05F3AFD06C23,Steel 38Ch210 GOST 4543-71,Quenching and cooling in the oil,800,700,,,215000,83000,0.3,7850,,Structural alloy steel,
GOST,D36F4F5789654AD38015CBE760E0007D,Steel 38ChA GOST 4543-71,Quenched and tempered,930,785,12,,206000,80000,0.29,7860,,Structural alloy steel,
GOST,614A8999AD6741FEA6F7C3E742CFCE60,Steel 38Ch2MJuA GOST 4543-71,,980,835,14,,206000,80000,0.3,7860,,Nitrided steel,
GOST,A7F8CEF39B134CDF80D26AF0AB73E6C4,Steel 12MCh GOST 20072-74,,410,235,21,217,212000,82000,0.29,7850,,Heat resistant steel,
GOST,095652EDD7224C6E81A93FB5687C8B0B,Steel 12Ch1MF GOST 20072-74,,470,255,21,217,198000,77000,0.29,7800,,Heat resistant steel,
GOST,4691B9EC590948BC99143DD5098D2F82,Steel 20Ch1M1F1TR GOST 20072-74,,780,665,15,229,200000,77000,0.3,7800,,Heat resistant steel,
GOST,B7124C4BD4CF4A92873A2658C1EC508B,Steel 20Ch1M1F1BR GOST 20072-74,,780,665,14,229,200000,77000,0.3,7800,,Heat resistant steel,
GOST,F9FD4AF2D8A34069AAD3A646F549A0C4,Steel 25Ch1MF GOST 20072-74,,880,735,14,229,213000,82000,0.3,7840,,"Heat resistant steel, Quenching method 1",
GOST,7C1A5E61FBB24EA583CCFC0A0631D1F8,Steel 25Ch1MF GOST 20072-74,,780,665,16,229,213000,82000,0.3,7840,,"Heat resistant steel, Quenching method 2",
GOST,9C19E3D955034A07AEF4DD032E8B8D64,Steel 18Ch3MV GOST 20072-74,,640,440,18,270,200000,77000,0.3,7850,,Heat resistant steel,
GOST,D19D4897D5774C0AAF1CF60570B7C5EE,Steel 20Ch3MVF GOST 20072-74,,880,735,12,269,207000,80000,0.29,7800,,Heat resistant steel,
GOST,446D81AB5A8D42848F2C779339A57DEC,Steel 15Ch5 GOST 20072-74,,390,165,24,217,215000,83000,0.3,7630,,Heat resistant steel,
GOST,A042FA14C84446F58911AAA5508C490B,Steel 15Ch5M GOST 20072-74,,390,215,22,217,211000,82000,0.29,7750,,Heat resistant steel,
GOST,7AACFB4FCB744D93B17CF2D2FD3C1D43,Steel 15Ch5VF GOST 20072-74,,390,215,22,217,200000,77000,0.3,7850,,Heat resistant steel,
GOST,198ABBABD7C547F98443BA82118EAA8D,Steel 12Ch8VF GOST 20072-74,,390,165,22,217,200000,77000,0.3,7850,,Heat resistant steel,
GOST,4CD97CA5E51E4B72A023B3322F76E655,Steel 13Ch14N3V2FR GOST 5949-75,,930,735,14,302,200000,77000,0.3,7850,,"Corrosion-resistant, heat-resistant and high-temperature steel, tempering at 640-680 C",
GOST,ADABF1FC42FC4B4B80CE21CB08C62A8D,Steel 13Ch14N3V2FR GOST 5949-75,,1130,885,12,302,200000,77000,0.3,7850,,"Corrosion-resistant, heat-resistant and high-temperature steel, tempering at 540-580 C",
GOST,DB7F22D2E4DD49F3A0DC4D350659365C,Steel 10Ch11N23T3MR GOST 5949-75,,880,590,8,,200000,77000,0.3,8120,,"Corrosion-resistant, heat-resistant and high-temperature steel, quenching at 1100-1170 C, tempering at 750-800 C",
GOST,6D8AE8BFCA76454BA4B837BD53128ECC,Steel 10Ch11N23T3MR GOST 5949-75,,980,685,10,,200000,77000,0.3,8120,,"Corrosion-resistant, heat-resistant and high-temperature steel, quenching at 950-1050 C, tempering at 730-780 C",
GOST,D162BEF1D3EF4EC19FAEAD94CC136CF2,Steel 12Ch18N10T GOST 5949-75,,510,196,40,,215000,83000,0.3,7630,,"Corrosion-resistant, heat-resistant and high-temperature steel",
GOST,6482B32CDD094169AE7A427820AE5D94,Steel 12Ch18N9T GOST 5949-75,,540,196,40,,195000,75000,0.3,7900,,"Corrosion-resistant, heat-resistant and high-temperature steel",
GOST,403738DCB5AF4DBAA929AC3BAEDBFC69,Steel 12Ch18N12T GOST 5949-75,,540,196,40,,200000,77000,0.3,7850,,"Corrosion-resistant, heat-resistant and high-temperature steel",
GOST,787D1C147B7146D1A30F3E95BB746799,Steel 12Ch25N16G7AR GOST 5949-75,,690,325,40,,216000,84000,0.29,7670,,"Corrosion-resistant, heat-resistant and high-temperature steel",
GOST,F913716457784954BA08F16B208FA305,Steel 20 GOST 1577-93,normalized,475,230,27,156,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 100mm,
GOST,4108F17B5302496A8638E37FB7633AD7,Steel 20 GOST 1577-93,normalized,450,210,25,156,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,116683586E944A6C816BF00576A7575A,Steel 20 GOST 1577-93,Quenched and tempered,625,350,20,156,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,B630B672804448059DA2F3BA63FD0426,Steel 20 GOST 1577-93,Quenched and tempered,575,300,22,156,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,3BFDDE06EF814E2BB9FD65404F5B4B03,Steel 25 GOST 1577-93,normalized,495,260,25,170,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,E339FF3C77FA4B5ABBDE5A46592A3BF8,Steel 25 GOST 1577-93,normalized,495,240,25,170,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,0E3F90E2A1774EFDAE5465C6E1946C99,Steel 25 GOST 1577-93,normalized,475,220,23,170,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,C5B46312C2A54A5C955ED8820231023E,Steel 25 GOST 1577-93,Quenched and tempered,625,370,19,170,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,46645640AFC54C70B4CA2D124A904B2F,Steel 25 GOST 1577-93,Quenched and tempered,575,320,21,170,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,926593FA4B9D451393FD9745475EC9F9,Steel 30 GOST 1577-93,normalized,540,280,23,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,4FCD7DB731124B38A8CAE33A409FE07F,Steel 30 GOST 1577-93,normalized,540,250,23,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,9302BBF692AC4B6188D3886D0461079E,Steel 30 GOST 1577-93,normalized,520,230,21,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,45144008DA584720B3677775664AD508,Steel 30 GOST 1577-93,Quenched and tempered,675,400,18,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,62B16AC5F18B4765BB80FF265175CD62,Steel 30 GOST 1577-93,Quenched and tempered,625,350,20,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,321E40680D594252A72939E40E710FA1,Steel 30 GOST 1577-93,Quenched and tempered,575,300,21,179,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,22D3FFA93D054A4B9EBEB4A6F8D51D0D,Steel 35 GOST 1577-93,normalized,575,300,21,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,5469EF3068114752A4E85695F82F1690,Steel 35 GOST 1577-93,normalized,575,270,21,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,B7A1B60C5CB74A50B94592D7145BF5A8,Steel 35 GOST 1577-93,normalized,555,245,19,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,CAF34E347D5F4348AA522034A7169AF3,Steel 35 GOST 1577-93,Quenched and tempered,705,430,17,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,EE6DFF78D451403CA80CD16A88A9A3C2,Steel 35 GOST 1577-93,Quenched and tempered,675,370,19,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,B53C6042B77A4D4B98D3B3D4C31856E3,Steel 35 GOST 1577-93,Quenched and tempered,625,320,20,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,B22A42DA81A34501A31C30B4AB817009,Steel 40 GOST 1577-93,normalized,625,320,19,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,9818679F7403437AA6D638157624D9CD,Steel 40 GOST 1577-93,normalized,625,290,19,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,26223DAB6FD54F39BF5FDF02AB1D4891,Steel 40 GOST 1577-93,normalized,605,260,17,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,CA6D069304D245BAA9A42B30519B6986,Steel 40 GOST 1577-93,Quenched and tempered,725,460,16,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,13C089CF34C5447C9F7D91CA7FA63916,Steel 40 GOST 1577-93,Quenched and tempered,705,400,18,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,F4D9A071EDC845EBA54027BDF25A218F,Steel 40 GOST 1577-93,Quenched and tempered,675,350,19,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,C4BF242FDAFD49F08F55B81A1377F188,Steel 45 GOST 1577-93,normalized,675,340,17,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,1873FD124C5443D4BB8D463820F87609,Steel 45 GOST 1577-93,normalized,675,305,17,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,1C9EBDF383EC481DB57AF1302F3BDFD3,Steel 45 GOST 1577-93,normalized,655,275,15,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,F5AF68D46D204B4BABE972CF7E5D49A4,Steel 45 GOST 1577-93,Quenched and tempered,775,500,14,197,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,3131DCFC935042729D1AE6741A5C8E13,Steel 45 GOST 1577-93,Quenched and tempered,725,430,16,197,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,C77AFE0F622949F3973852C8352780F6,Steel 45 GOST 1577-93,Quenched and tempered,705,370,17,197,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,345A0137FC044103825730FF7D41665A,Steel 50 GOST 1577-93,normalized,710,355,16,241,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,0EC361A96E1A4E8F850BA9F9AC24A3F4,Steel 50 GOST 1577-93,normalized,710,320,16,241,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,A66197F09B2F45BDB54721E177255B70,Steel 50 GOST 1577-93,normalized,690,290,14,241,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,00CB538BD15246E8A949FEB5142347D7,Steel 50 GOST 1577-93,Quenched and tempered,825,520,13,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,FA418B52B1224146BF1660D5314257FE,Steel 50 GOST 1577-93,Quenched and tempered,775,460,15,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,67001DDCC32849ECB65B16B830E446CB,Steel 50 GOST 1577-93,Quenched and tempered,725,400,16,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,646AF47B54884305B774FCAAA656A4DA,Steel 55 GOST 1577-93,normalized,750,370,15,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,0F16970604B0452799931E7BE532F887,Steel 55 GOST 1577-93,normalized,750,330,15,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,834305385FD849DDAA1D5733A094B4CA,Steel 55 GOST 1577-93,normalized,730,300,13,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,1235611A90B840D69DD655B29E3F7129,Steel 55 GOST 1577-93,Quenched and tempered,875,550,12,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,B1AC6AB3A5D444BAA7A4337766B8CC9C,Steel 55 GOST 1577-93,Quenched and tempered,825,500,14,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,5F0FA3CCC9CF48EFBA08843D9211A39E,Steel 55 GOST 1577-93,Quenched and tempered,775,430,15,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,416C189EED65461798ADCF12E5D20B80,Steel 60 GOST 1577-93,normalized,785,380,14,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,2DB3672F69944DB59BEAAA6E372784FB,Steel 60 GOST 1577-93,normalized,785,340,14,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 100mm,
GOST,A0CE7DDD5EF74177A8DF739F5EB2D767,Steel 60 GOST 1577-93,normalized,755,310,12,255,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 100mm to 160mm,
GOST,B08DAE7B20194A7EB2F387794816C128,Steel 60 GOST 1577-93,Quenched and tempered,925,580,11,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,B53BA858119446A6BF5EC9968C9DD4BE,Steel 60 GOST 1577-93,Quenched and tempered,875,520,13,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,CF65F112DBAC47C984AA391BC5189263,Steel 60 GOST 1577-93,Quenched and tempered,825,450,14,229,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,A4F5AEDC19444AEFA2C9E24BD715F062,Steel 30Ch GOST 1577-93,Quenched and tempered,925,650,12,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,2296CA48B5124374A018A0345B68EC0A,Steel 30Ch GOST 1577-93,Quenched and tempered,825,550,14,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,C2A4DE15E3C948DCAA908A869CB91579,Steel 30Ch GOST 1577-93,Quenched and tempered,725,410,15,187,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,9914C06B9FD2444AB8ED310DBDBC0521,Steel 38ChA GOST 1577-93,Quenched and tempered,1050,750,11,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,D087AC15E5C149CBA87BC931B85DAE37,Steel 38ChA GOST 1577-93,Quenched and tempered,925,630,13,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,3908DD823D094D11AB0E1E9466C5BEED,Steel 38ChA GOST 1577-93,Quenched and tempered,825,510,14,207,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,D755094CF14B4CDDBD22AFC380612D18,Steel 40Ch GOST 1577-93,Quenched and tempered,1100,800,10,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness less than 16mm,
GOST,6F58E4F5679043B9B7950936FA91311E,Steel 40Ch GOST 1577-93,Quenched and tempered,1000,660,12,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 16mm to 40mm,
GOST,04DBEAAE0CAB46769AA0337823B0981B,Steel 40Ch GOST 1577-93,Quenched and tempered,875,560,14,217,206000,80000,0.29,7860,,Rolled sheets and wide strips of structural quality steel. Thickness from 40mm to 100mm,
GOST,496A1F2ECE2D4391A8FC90D7A71A5259,Steel 15L GOST 977-88,normalized,392,196,24,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,630B4A56C7944104AB3BD448DA98CE16,Steel 20L GOST 977-88,normalized,412,216,22,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,2EEECBC27A6B4CD590F35CCDBA5731ED,Steel 25L GOST 977-88,normalized,441,235,19,,205000,79000,0.3,7830,,Carbon cast steel,
GOST,9DC2ED38C5664585B3932F7AEDA029EC,Steel 30L GOST 977-88,normalized,471,255,17,,210000,81000,0.3,7810,,Carbon cast steel,
GOST,B6947B87511E4A2FA700112B2005C047,Steel 35L GOST 977-88,normalized,491,275,15,,212000,82000,0.29,7830,,Carbon cast steel,
GOST,287D17B24A4141DE8DDAE435B0534520,Steel 40L GOST 977-88,normalized,520,294,14,,215000,83000,0.3,7810,,Carbon cast steel,
GOST,A6AA7BE4A821494EB66262AEEF49DC4A,Steel 45L GOST 977-88,normalized,540,314,12,,215000,83000,0.3,7800,,Carbon cast steel,
GOST,C62934960F584D54AF3D034930C26267,Steel 50L GOST 977-88,normalized,569,334,11,,219000,85000,0.29,7820,,Carbon cast steel,
GOST,5DB7F4EF082E4461AD3BDB19754E3C07,Steel 20GL GOST 977-88,normalized,540,275,18,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,0F832DA2713947209024C8C59961C0EA,Steel 35GL GOST 977-88,normalized,540,294,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,33282898319C4FB5A40B11DE58C39521,Steel 35GL GOST 977-88,Quenching and cooling in the water,589,343,,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,A67DD59ED29A450C8A8F3DFD9C005216,Steel 20GSL GOST 977-88,normalized,540,294,18,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,C3181A0478434F1BB8BA4CCA9CF34140,Steel 30GSL GOST 977-88,normalized,589,343,14,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,73A97B4A72EE4926AD919BC8E77C12A2,Steel 30GSL GOST 977-88,Quenching and cooling in the water,638,392,,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,9782098AC6D64B268203D3DC74224DDF,Steel 20G1FL GOST 977-88,normalized,510,314,17,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,B492430CC06E4A67A69DA104CD17756F,Steel 20FL GOST 977-88,normalized,491,294,18,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,B30FC5F4768E4126AB956770B7A32ECB,Steel 30ChGSFL GOST 977-88,normalized,589,392,15,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,B1E9617526BD45E890545B6BE6879F5F,Steel 45FL GOST 977-88,normalized,589,392,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,7A201182E0C14697B98F0EBC575D3370,Steel 20ChML GOST 977-88,normalized,441,245,18,,215000,83000,0.3,7800,,Carbon cast steel,
GOST,AE477A5A32334857A784A79FCE9B6BF1,Steel 20ChMFL GOST 977-88,normalized,491,275,16,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,209D3A1D23F848A688CE40C15FAE0080,Steel 20GNMFL GOST 977-88,normalized,589,491,15,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,7809AFC0792E4C5180D169BC6A183CE7,Steel 35ChML GOST 977-88,normalized,589,392,12,,215000,83000,0.3,7840,,Carbon cast steel,
GOST,0B1874E838AC44439979E75F862553CD,Steel 30ChNML GOST 977-88,normalized,687,540,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,CC32ED58761349D89B8FBB5D9241A0C1,Steel 35ChGSL GOST 977-88,normalized,589,343,14,,215000,83000,0.3,7800,,Carbon cast steel,
GOST,57CFBD41DD904B5E814F18FDD79298D4,Steel 35ChGSL GOST 977-88,Quenching and cooling in the water,785,589,,,215000,83000,0.3,7800,,Carbon cast steel,
GOST,3546B74F54694A568AC3B4A91F3CC6E7,Steel 20DChL GOST 977-88,normalized,491,392,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,773C483C7CB64867921A94CC385B114F,Steel 08GDNFL GOST 977-88,normalized,441,343,18,,212000,82000,0.29,7820,,Carbon cast steel,
GOST,11E67286975E49AA8566B69FFCE929A0,Steel 13ChNDFTL GOST 977-88,normalized,491,392,18,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,B65B1C9B29924710951B0E6C063A35B6,Steel 12DN2FL GOST 977-88,normalized,638,540,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,BC2276F495DA4B23A9928A1D2A53DCC8,Steel 25L GOST 977-88,Quenched and tempered,491,294,22,,205000,79000,0.3,7830,,Carbon cast steel,
GOST,0F66978039614AC4BA2804F7D36D1838,Steel 30L GOST 977-88,Quenched and tempered,491,294,17,,205000,79000,0.3,7810,,Carbon cast steel,
GOST,5054AADF1D3E4F13A681DE851484DC54,Steel 35L GOST 977-88,Quenched and tempered,540,343,16,,205000,79000,0.3,7830,,Carbon cast steel,
GOST,91EF773D32E54212A723F20A37DFFF52,Steel 40L GOST 977-88,Quenched and tempered,540,343,14,,205000,79000,0.3,7810,,Carbon cast steel,
GOST,A5F463C5CDAA43C1BD694E73A9DAE4F0,Steel 45L GOST 977-88,Quenched and tempered,589,392,10,,205000,79000,0.3,7800,,Carbon cast steel,
GOST,F154B136480842A2BB15242DC5232297,Steel 50L GOST 977-88,Quenched and tempered,736,392,14,,205000,79000,0.3,7820,,Carbon cast steel,
GOST,8DC2CDFE131448958F9DB35792DF9289,Steel 20GL GOST 977-88,Quenched and tempered,530,334,14,,205000,79000,0.3,7820,,Carbon cast steel,
GOST,002FA3936335435CA4CB5D7D02B2DB1C,Steel 35GL GOST 977-88,Quenched and tempered,589,343,14,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,1AD0EDAD51484E5FB59A2BA8CC1B377C,Steel 30GSL GOST 977-88,Quenched and tempered,638,392,14,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,8582CCE0568F49BA8845ED6E989784C1,Steel 30ChGSFL GOST 977-88,Quenched and tempered,785,589,14,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,6833090567BD40D9BF0F5AFA5EE21117,Steel 30ChGSFL GOST 977-88,Quenched and tempered,687,491,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,55E40B098FBA43F7889F6984F1C2448F,Steel 45FL GOST 977-88,Quenched and tempered,638,441,10,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,56BFFA9DB7BC43668F4FBE6CC13B4616,Steel 32Ch06L GOST 977-88,Quenched and tempered,638,491,12,,205000,79000,0.3,7850,,Carbon cast steel,
GOST,D4D9CA9394AF48469111C8EC85835E8C,Steel 20GNMFL GOST 977-88,Quenched and tempered,687,589,14,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,D97FBB8DD15F45ECBBE1970C6BA4A3A6,Steel 35ChML GOST 977-88,Quenched and tempered,687,540,12,,205000,79000,0.3,7840,,Carbon cast steel,
GOST,B611BB1A65EF4F13BD4FAE72A2FB1103,Steel 30ChNML GOST 977-88,Quenched and tempered,785,638,10,,205000,79000,0.3,7820,,Carbon cast steel,
GOST,83E45246C53B414485B7AB90159339E5,Steel 35ChGSL GOST 977-88,Quenched and tempered,785,589,10,,205000,79000,0.3,7800,,Carbon cast steel,
GOST,45852D361ED24C4C8D9171E4CB6B45A4,Steel 35NGML GOST 977-88,Quenched and tempered,736,589,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,3038FD8A4F0A4986ADB67C3A7BA6E5D1,Steel 20DChL GOST 977-88,Quenched and tempered,638,540,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,BA929E458388462AAC669912D76C7591,Steel 12DN2FL GOST 977-88,Quenched and tempered,785,638,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,0A0A692AC710466CA74AE96A2FE948A7,Steel 12DChN1MFL GOST 977-88,Quenched and tempered,981,735,10,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,44428BCCC6C34AE0BC73F899DAFC04AC,Steel 23ChGS2MFL GOST 977-88,Quenched and tempered,1275,1079,6,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,7BF622C8A6FC45388AA2CD6DEF2FE2B1,Steel 12Ch7G3SL GOST 977-88,Quenched and tempered,1324,1079,9,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,19E9036B5B7542B09711056EFE5C3398,Steel 25Ch2GNMFL1 GOST 977-88,Quenched and tempered,638,491,12,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,1B858B601DE54B57AEDBC21774FC6A2E,Steel 25Ch2GNMFL2 GOST 977-88,Quenched and tempered,1275,1079,5,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,8B86F972AB0D4475904ACE1CDB2339E6,Steel 27Ch5GSML GOST 977-88,Quenched and tempered,1472,1177,5,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,435458AC71BD4B9D9D9FCBADFAAFA115,Steel 30Ch3S3GML GOST 977-88,Quenched and tempered,1766,1472,4,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,DAED1C09E7AF4E8F961A9A7F41C43C05,Steel 03N12Ch5M3TL GOST 977-88,Quenched and tempered,1324,1275,8,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,2238CC7D519648598CC9D364F3589E89,Steel 03N12Ch5M3TJuL GOST 977-88,Quenched and tempered,1472,1422,8,,200000,77000,0.3,7820,,Carbon cast steel,
GOST,75D96A6FC1D14763B0E88ACB8FAC55B2,Steel 40ChL GOST 977-88,Quenching and cooling in the oil,638,491,,,219000,85000,0.29,7840,,Carbon cast steel,
GOST,B4E701BB64DE48E1AB6E32623784454A,Steel 50ChFA GOST 14959-79,heat treated,1270,1080,8,,206000,80000,0.3,7860,,Spring steel,
GOST,3D081D531A6F42E08D02BBFC82F0BF8F,Steel 55S2 GOST 14959-79,heat treated,1270,1175,6,,206000,80000,0.3,7860,,Spring steel,
GOST,F1F704FCAB7D412B916709CED28F3C1E,Steel 50ChGA GOST 14959-79,heat treated,1270,1175,7,,206000,80000,0.3,7860,,Spring steel,
GOST,9C19D505876947D484F8FEBE0348B361,Steel 50ChGFA GOST 14959-79,heat treated,1420,1325,6,,206000,80000,0.3,7860,,Spring steel,
GOST,378C59F3080F45BD92DB764A3BE3222D,Grey cast iron 10 GOST1412-85,,100,50,,190,90000,36000,0.25,6800,,Grey cast iron,
GOST,359F3D6CC51343B8B468797280C0C33A,Grey cast iron 15 GOST1412-85,,150,75,,210,90000,36000,0.25,7000,270,Grey cast iron,
GOST,16B32086564B407F9F97ACE7F7E043B9,Grey cast iron 18 GOST1412-85,,180,90,,,95000,38000,0.25,7050,,Grey cast iron,
